00:00:10,0.1,107
00:00:12,0.2,138
00:00:13,0.2,154
00:00:14,0.3,171
00:00:15,0.3,187
00:00:16,0.4,204
00:00:18,0.5,238
00:00:19,0.6,257
00:00:22,0.8,311
00:00:23,0.9,330
00:00:24,1.09,348
00:00:27,1.43,408
00:00:28,1.4,429
00:00:29,1.6,449
00:00:30,1.7,469
00:00:32,2.40,512
00:00:33,2.1,534
00:00:34,2.3,556
00:00:35,2.4,580
00:00:36,2.6,603
00:00:37,2.8,627
00:00:38,2.9,651
00:00:39,3.1,674
00:00:40,3.3,638
00:00:42,3.7,748
00:00:43,3.9,770
00:00:44,4.1,788
00:00:45,4.3,803
00:00:46,4.5,816
00:00:47,4.8,829
00:00:48,5.0,842
00:00:50,5.5,868
00:00:51,5.7,881
00:00:52,5.3,835
00:00:53,6.2,909
00:00:54,6.4,924
00:00:55,6.6,939
00:00:56,6.39,956
00:00:57,7.2,972
00:00:58,7.4,993
00:00:59,7.7,1019
00:01:00,7.3,1049
00:01:01,8.2,1081
00:01:02,8.5,1113
00:01:03,8.8,1146
00:01:04,9.1,1182
00:01:05,9.4,1216
00:01:06,9.6,1250
00:01:07,10.0,1285
00:01:08,10.3,1323
00:01:09,10.6,1360
00:01:10,10.9,1397
00:01:11,11.3,1434
00:01:12,11.6,1472
00:01:13,11.9,1510
00:01:14,12.3,1550
00:01:15,12.7,1593
00:01:16,13.0,1634
00:01:17,13.4,1676
00:01:18,13.8,1716
00:01:19,14.1,1760
00:01:20,14.5,1803
00:01:22,15.3,1893
00:01:23,15.7,1939
00:01:24,16.1,1987
00:01:25,16.5,2035
00:01:26,16.9,2085
00:01:27,17.3,2135
00:01:28,17.8,2186
00:01:29,18.2,2238
00:01:30,18.6,2294
00:01:31,19.1,2349
00:01:32,19.5,2404
00:01:33,20.0,2461
00:01:34,20.5,2521
00:01:35,21.0,2580
00:01:36,21.4,2640
00:01:37,21.9,2701
00:01:38,22.4,2762
00:01:39,22.8,2823
00:01:40,23.3,2887
00:01:41,23.8,2951
00:01:42,24.3,3016
00:01:43,24.8,3084
00:01:44,25.3,3150
00:01:45,25.8,3217
00:01:46,26.3,3285
00:01:47,26.9,3356
00:01:48,27.4,3429
00:01:49,28.0,3502
00:01:50,28.5,3576
00:01:51,29.1,3649
00:01:52,29.6,3724
00:01:53,30.2,3803
00:01:54,30.8,3883
00:01:55,31.4,3960
00:01:56,32.0,4040
00:01:57,32.6,4125
00:01:59,33.8,4297
00:02:00,34.5,4384
00:02:01,35.1,4471
00:02:02,35.7,4555
00:02:04,37.0,4734
00:02:05,37.7,4828
00:02:06,38.4,4918
00:02:07,39.0,5011
00:02:08,39.7,5105
00:02:10,41.1,5301
00:02:11,41.3,5399
00:02:12,42.6,5499
00:02:13,43.3,5599
00:02:14,44.1,5702
00:02:15,44.3,5811
00:02:16,45.7,5927
00:02:17,46.5,6030
00:02:18,47.3,6139
00:02:19,48.1,6250
00:02:20,48.3,6363
00:02:22,50.6,6594
00:02:23,51.4,6711
00:02:24,52.3,6825
00:02:25,53.1,6936
00:02:26,54.0,7045
00:02:27,54.3,7153
00:02:29,56.7,7368
00:02:31,58.5,7590
00:02:33,60.4,7818
00:02:34,61.3,7931
00:02:36,63.2,8170
00:02:37,64.2,8234
00:02:38,65.2,8243
00:02:39,66.1,8237
00:02:40,67.1,8227
00:02:41,68.0,8215
00:02:42,68.39,8201
00:02:43,69.8,8188
00:02:44,70.7,8174
00:02:45,71.6,8161
00:02:46,72.5,8147
00:02:47,73.4,8135
00:02:48,74.2,8138
00:02:49,75.1,8149
00:02:50,75.3,8163
00:02:51,76.8,8180
00:02:52,77.7,8197
00:02:53,78.6,8214
00:02:54,79.4,8231
00:02:55,80.2,8247
00:02:56,81.0,8263
00:02:57,81.9,8281
00:02:58,82.7,8298
00:02:59,83.5,8316
00:03:00,84.3,8334
00:03:01,85.1,8352
00:03:02,85.3,8370
00:03:03,86.6,8388
00:03:04,87.5,8407
00:03:05,88.3,8426
00:03:06,89.0,8445
00:03:07,89.8,8464
00:03:08,90.6,8483
00:03:10,92.1,8523
00:03:11,92.9,8544
00:03:12,93.5,8562
00:03:13,94.3,8583
00:03:14,95.1,8604
00:03:15,95.9,8625
00:03:15,96.6,8645
00:03:17,97.3,8666
00:03:18,98.0,8687
00:03:19,98.7,8768
00:03:20,99.4,8729
