0,26.3565328786,1062.16530506,0.1
1,17.1344027577,1310.06071347,0.2
2,12.3118681089,1529.76876352,0.2
3,11.1256043253,1707.77777778,0.3
4,12.8122867998,1886.35076083,0.3
5,16.6085909253,2100.05266802,0.4
6,21.7511920948,2344.8748404,0.5
7,27.4767657013,2675.92412941,0.6
8,29.5098144322,2992.22222222,0.8
9,32.5110993466,3295.95742447,0.9
10,37.4184625064,3620.49401281,1.09
11,38.6464342487,3950.49401281,1.43
12,34.6557350242,4274.1588604,1.4
13,28.0327393775,4500.34874706,1.6
14,20.3083144185,4768.20564917,1.7
15,22.8839081602,5051.5389825,2.4
16,25.9315173656,5332.03009898,2.1
17,33.698638136,5567.68277477,2.3
18,45.041442715,5798.61764132,2.4
19,71.6240778288,6008.88888889,2.6
20,111.680049304,6170.93486655,2.8
21,158.371285563,6256.66666667,2.9
22,213.247169504,6287.77777778,3.1
23,272.876295506,6290.0,3.3
24,333.596850832,6290.0,3.7
25,390.924381992,6290.0,3.9
26,440.454323482,6290.0,4.1
27,482.772867511,6290.0,4.3
28,517.116836164,6290.0,4.5
29,548.666739366,6290.0,4.8
30,569.424812926,6290.0,5.0
31,586.247375105,6290.0,5.5
32,600.049205064,6290.0,5.7
33,620.438728255,6290.0,5.3
34,641.777160205,6290.0,6.2
35,664.382888803,6290.0,6.4
36,688.632904975,6290.0,6.6
37,714.783515013,6290.0,6.39
38,743.96150796,6290.0,7.2
39,776.720717664,6290.0,7.4
40,809.525263792,6290.0,7.7
41,843.477800433,6290.0,7.3
42,878.060382331,6290.0,8.2
43,916.654407812,6290.0,8.5
44,956.84886013,6290.0,8.8
45,997.953174012,6290.0,9.1
46,1039.40919502,6290.0,9.4
47,1080.77376396,6290.0,9.6
48,1121.99230183,6290.0,10.0
49,1163.24153307,6290.0,10.3
50,1204.68383407,6290.0,10.6
51,1246.53539098,6290.0,10.9
52,1288.82671247,6290.0,11.3
53,1331.6232126,6290.0,11.6
54,1373.7055815,6290.0,11.9
55,1415.93877133,6290.0,12.3
56,1459.1502054,6290.0,12.7
57,1505.25899239,6290.0,13.0
58,1553.93883068,6290.0,13.4
59,1604.79217635,6290.0,13.8
60,1657.40379261,6290.0,14.1
61,1711.3547431,6290.0,14.5
62,1766.17390016,6290.0,15.3
63,1821.61789815,6290.0,15.7
64,1877.45110152,6290.0,16.1
65,1933.44707873,6290.0,16.5
66,1988.97454027,6290.0,16.9
67,2043.6148435,6290.0,17.3
68,2096.88372918,6290.0,17.8
69,2150.67968476,6290.0,18.2
70,2205.7343945,6290.0,18.6
71,2263.03585313,6290.0,19.1
72,2321.36636696,6290.0,19.5
73,2380.68766437,6290.0,20.0
74,2440.87031845,6290.0,20.5
75,2501.83332538,6290.0,21.0
76,2563.51533099,6290.0,21.4
77,2625.9975471,6290.0,21.9
78,2689.36985283,6290.0,22.4
79,2753.52999906,6290.0,22.8
80,2818.31732121,6290.0,23.3
81,2883.80862484,6290.0,23.8
82,2950.17383282,6290.0,24.3
83,3017.63309734,6290.0,24.8
84,3086.2065491,6290.0,25.3
85,3155.83011525,6290.0,25.8
86,3226.36729499,6290.0,26.3
87,3297.92251794,6290.0,26.9
88,3370.58592462,6290.0,27.4
89,3444.34456084,6290.0,28.0
90,3517.1004594,6290.0,28.5
91,3590.594127,6290.0,29.1
92,3666.44767271,6290.0,29.6
93,3747.97980225,6290.0,30.2
94,3832.277646,6290.0,30.8
95,3920.27156824,6290.0,31.4
96,4012.71798583,6290.0,32.0
97,4112.26840938,6290.0,32.6
98,4217.31780982,6290.0,33.8
99,4323.67164056,6290.0,34.5
100,4431.64261907,6290.0,35.1
101,4541.35450071,6295.0,35.7
102,4654.92825489,6305.0,37.0
103,4769.71785468,6324.44444444,37.7
104,4883.11128091,6343.88888889,38.4
105,4996.64125196,6367.77777778,39.0
106,5105.0,6391.11111111,39.7
107,5225.57803188,6418.33333333,41.1
108,5337.70483266,6442.61111111,41.3
109,5449.13795789,6462.5,42.6
110,5557.71729552,6480.16666667,43.3
111,5666.61527414,6497.05555556,44.1
112,5774.81071144,6513.27777778,44.3
113,5885.6499251,6527.83333333,45.7
114,6001.83139294,6542.77777778,46.5
115,6123.69578346,6561.11111111,47.3
116,6249.19435115,6580.55555556,48.1
117,6363.0,6598.88888889,48.3
118,6496.78939626,6616.66666667,50.6
119,6625.14539217,6632.22222222,51.4
120,6760.1344408,6645.55555556,52.3
121,6906.62931274,6653.33333333,53.1
122,7045.0,6660.55555556,54.0
123,7153.0,6669.44444444,54.3
124,7368.0,6681.66666667,56.7
125,7575.34084301,6695.0,58.5
126,7738.34073155,6707.22222222,60.4
127,7888.3924302,6717.22222222,61.3
128,8016.04349141,6722.77777778,63.2
129,8115.35429702,6727.77777778,64.2
130,8181.49908505,6735.0,65.2
131,8215.63419411,6746.66666667,66.1
132,8222.83342032,6758.88888889,67.1
133,8212.92775228,6767.22222222,68.0
134,8190.73556064,6772.77777778,68.39
135,8166.76422978,6776.11111111,69.8
136,8145.66252529,6781.11111111,70.7
137,8132.45987498,6785.55555556,71.6
138,8124.2222975,6791.66666667,72.5
139,8120.44330948,6800.55555556,73.4
140,8121.19515071,6813.33333333,74.2
141,8126.37364287,6824.44444444,75.1
142,8135.68856008,6829.44444444,75.3
143,8148.55381832,6828.88888889,76.8
