0,12.9098405604,0.1
1,43.3716482534,0.2
2,17.7156003038,0.2
3,8.71496513383,0.3
4,0.0,0.3
5,0.0,0.4
6,40.743234423,0.5
7,0.0,0.6
8,84.7765399648,0.8
9,16.3297710095,0.9
10,0.0,1.09
11,101.980594671,1.43
12,36.8254512011,1.4
13,0.0,1.6
14,0.0,1.7
15,83.4483451204,2.4
16,29.1560193599,2.1
17,0.0,2.3
18,12.6673367741,2.4
19,50.4137204526,2.6
20,111.016635924,2.8
21,179.839434558,2.9
22,242.723105972,3.1
23,106.784830383,3.3
24,404.799950593,3.7
25,444.138491914,3.9
26,474.660931613,4.1
27,499.167306622,4.3
28,519.822084948,4.5
29,540.0,4.8
30,559.752623933,5.0
31,598.149646828,5.5
32,616.863031799,5.7
33,549.166641376,5.3
34,656.231666411,6.2
35,676.856705662,6.4
36,697.194377487,6.6
37,719.927079641,6.39
38,741.041834177,7.2
39,768.380114266,7.4
40,801.698197578,7.7
41,839.499851102,7.3
42,879.158688747,8.2
43,918.220017207,8.5
44,957.953547934,8.8
45,1000.74122529,9.1
46,1040.68006611,9.4
47,1080.2124791,9.6
48,1120.52844676,10.0
49,1163.91064949,10.3
50,1205.80222259,10.6
51,1247.38446359,10.9
52,1288.68731661,11.3
53,1330.84296594,11.6
54,1372.75598706,11.9
55,1416.63650948,12.3
56,1463.56004318,12.7
57,1508.08322052,13.0
58,1553.49122946,13.4
59,1596.56349701,13.8
60,1643.76366914,14.1
61,1689.72423786,14.5
62,1785.44336231,15.3
63,1834.14285158,15.7
64,1884.8151103,16.1
65,1935.35113093,16.5
66,1987.85914994,16.9
67,2040.24116222,17.3
68,2093.55081142,17.8
69,2147.79025978,18.2
70,2206.08136749,18.6
71,2263.21894654,19.1
72,2320.25321894,19.5
73,2379.26038928,20.0
74,2441.27016121,20.5
75,2502.15087475,21.0
76,2563.97328379,21.4
77,2626.7394237,21.9
78,2689.42428784,22.4
79,2752.03343003,22.8
80,2817.64582586,23.3
81,2883.18573803,23.8
82,2949.68049117,24.3
83,3019.17455607,24.8
84,3086.56103131,25.3
85,3154.90855652,25.8
86,3224.21835489,26.3
87,3296.52771868,26.9
88,3370.81592497,27.4
89,3445.04905625,28.0
90,3520.24644024,28.5
91,3594.37894496,29.1
92,3670.4951982,29.6
93,3750.62234836,30.2
94,3831.71606464,30.8
95,3909.72620525,31.4
96,3990.73414299,32.0
97,4076.76145979,32.6
98,4250.71382241,33.8
99,4338.64206867,34.5
100,4426.53363254,35.1
101,4511.29191585,35.7
102,4691.82541768,37.0
103,4786.39718627,37.7
104,4876.91241849,38.4
105,4970.37574653,39.0
106,5064.83583028,39.7
107,5262.00066251,41.1
108,5360.42242932,41.3
109,5460.89387715,42.6
110,5561.37351737,43.3
111,5664.8642253,44.1
112,5774.38248871,44.3
113,5890.9424475,45.7
114,5994.39910162,46.5
115,6103.83807206,47.3
116,6215.26048415,48.1
117,6328.68988451,48.3
118,6560.73016111,50.6
119,6678.16980916,51.4
120,6792.59597164,52.3
121,6904.02602798,53.1
122,7013.43859941,54.0
123,7121.82883014,54.3
124,7337.63606768,56.7
125,7560.42941167,58.5
126,7789.2042429,60.4
127,7902.54526899,61.3
128,8142.31179274,63.2
129,8206.47310431,64.2
130,8215.44408905,65.2
131,8209.36010875,66.1
132,8199.2486834,67.1
133,8187.12548083,68.0
134,8173.00874831,68.39
135,8159.91342982,69.8
136,8145.83279966,70.7
137,8132.73680626,71.6
138,8118.60442057,72.5
139,8106.46449553,73.4
140,8109.400382,74.2
141,8120.40180238,75.1
142,8134.42306376,75.3
143,8151.45940107,76.8
144,8168.50022255,77.7
145,8185.55477656,78.6
146,8202.6091037,79.4
147,8218.65513971,80.2
148,8234.69638515,81.0
149,8252.74891726,81.9
150,8269.8024009,82.7
151,8287.8636421,83.5
152,8305.9246174,84.3
153,8323.98532856,85.1
154,8342.05032899,85.3
155,8360.11504864,86.6
156,8379.18733997,87.5
157,8398.25930211,88.3
158,8417.33995309,89.0
159,8436.4337201,89.8
160,8455.54945247,90.6
161,8495.758902,92.1
162,8516.91039279,92.9
163,8535.04269916,93.5
164,8556.16613748,94.3
165,8577.28890878,95.1
166,8598.41101797,95.9
167,8618.52939892,96.6
168,8639.64587752,97.3
169,8660.77039313,98.0
170,8742.07769168,98.7
171,8703.04317785,99.4
172,8725.18566501,100.0
173,8746.33716192,101.0
174,8768.47796086,102.0
175,8789.62772565,102.0
176,8811.76686154,103.0
177,8855.98006842,104.0
178,8905.19664072,106.0
179,8928.35563279,106.0
180,8950.49854791,107.0
181,9020.78246312,109.0
182,9093.05094649,111.0
183,9117.21047112,111.0
184,9169.4451062,113.0
185,9222.7031225,114.0
186,9249.89702495,115.0
187,9303.14179441,116.0
188,9330.32048379,116.0
189,9357.48243815,117.0
190,9410.72032296,118.0
191,9438.88165587,119.0
192,9465.05611822,119.0
193,9492.23915095,120.0
194,9522.46874681,120.0
195,9551.71633792,121.0
196,9637.08756463,123.0
197,9666.32154349,123.0
198,9695.54258266,124.0
199,9724.77961031,124.0
200,9754.03936269,125.0
201,9813.37087855,126.0
202,9842.63148844,126.0
203,9873.86224654,127.0
204,9903.08011694,127.0
205,9934.33387749,128.0
206,9963.61513052,128.0
207,9993.92526599,129.0
208,10061.2575123,130.0
209,10088.4986866,130.0
210,10119.6923586,131.0
211,10153.9086926,131.0
212,10188.1420398,132.0
213,10220.433013,132.0
214,10252.7048047,133.0
215,10284.9485968,133.0
216,10317.168176,134.0
217,10350.4327547,134.0
218,10382.7409616,135.0
219,10417.0538998,135.0
220,10449.3449908,136.0
221,10483.6000761,136.0
222,10516.8823744,136.0
223,10552.1891566,137.0
224,10587.5783733,137.0
225,10621.9594591,138.0
226,10657.3674672,138.0
227,10693.7341727,139.0
228,10728.0998277,139.0
229,10763.413457,139.0
230,10798.6989636,140.0
231,10833.9523497,140.0
232,10869.186883,141.0
233,10904.3887012,141.0
234,10939.5612374,141.0
235,10974.7298368,142.0
236,11011.922102,142.0
237,11049.1353508,143.0
238,11085.3537318,143.0
239,11122.5674781,143.0
240,11159.7599962,144.0
241,11196.9498491,144.0
242,11236.1386408,145.0
243,11276.3559995,145.0
244,11312.566866,145.0
245,11351.7744847,146.0
246,11389.9592818,146.0
247,11427.1344565,146.0
248,11465.2914812,147.0
249,11504.4288922,147.0
250,11543.5505974,147.0
251,11582.6807478,148.0
252,11621.8151399,148.0
253,11660.9613219,148.0
254,11701.1098839,149.0
255,11741.2789006,149.0
256,11781.4470673,149.0
257,11822.6112189,150.0
258,11862.7595569,150.0
259,11902.9180653,150.0
260,11944.0884669,151.0
261,11987.267113,151.0
262,12629.6914564,151.0
263,12601.7968681,151.0
264,12110.6983037,152.0
265,12152.8290681,152.0
266,12195.9581388,152.0
267,12238.0799736,153.0
268,12279.1963805,153.0
269,12324.3109747,153.0
270,12368.4218621,153.0
271,12411.533628,154.0
272,12455.6512999,154.0
273,12500.7673053,154.0
274,12543.8763768,154.0
275,12586.9752081,155.0
276,12631.1004574,155.0
277,12677.237422,155.0
278,12723.3846868,155.0
279,12767.5149588,156.0
280,12812.6680349,156.0
281,12858.82973,156.0
282,12903.9985879,156.0
283,12951.1393731,157.0
284,12997.276056,157.0
285,13043.3978243,157.0
286,13089.5055429,157.0
287,13137.5897291,157.0
288,13184.661526,158.0
289,13233.7425891,158.0
290,13282.821915,158.0
291,13329.8992078,158.0
292,13378.955751,159.0
293,13428.0113068,159.0
294,13477.0752867,159.0
295,13526.1563728,159.0
296,13577.2446231,159.0
297,13627.3128158,159.0
298,13676.370721,160.0
299,13726.4190968,160.0
300,13775.4747287,160.0
301,13823.5290558,160.0
302,13874.5745596,160.0
303,13926.619275,161.0
304,13976.6552186,161.0
305,14028.6983196,161.0
306,14079.7404648,161.0
307,14131.7963914,161.0
308,14184.8579831,161.0
309,14239.9178806,161.0
310,14292.9691302,162.0
311,14346.0059091,162.0
312,14400.0419478,162.0
313,14454.0708948,162.0
314,14507.1054042,162.0
315,14561.13314,162.0
316,14619.1665057,162.0
317,14675.1931575,163.0
318,14729.2248755,163.0
319,14784.2503056,163.0
320,14841.2753121,163.0
321,14896.2943043,163.0
322,14952.3130169,163.0
323,15009.3366827,163.0
324,15069.359969,163.0
325,15127.3876716,164.0
326,15243.4120119,164.0
327,15301.433524,164.0
328,15359.4498599,164.0
329,15418.4659274,164.0
330,15472.4860636,164.0
331,15537.5060915,164.0
332,15598.5255144,164.0
333,15656.540135,164.0
334,15718.5545844,164.0
335,15780.5769195,165.0
336,15841.6025128,165.0
337,15903.6310284,165.0
338,15965.651068,165.0
339,16031.666982,165.0
340,16095.6824193,165.0
341,16158.69741,165.0
342,16221.7119798,165.0
343,16285.7229192,165.0
344,16349.733603,165.0
345,16414.7440499,165.0
346,16479.7542457,165.0
347,16544.7641936,165.0
348,16605.7738419,165.0
349,16674.7833569,165.0
350,16744.79264,166.0
351,16811.8016451,166.0
352,16879.8104255,166.0
353,16949.8189928,166.0
354,17015.8272859,166.0
355,17084.8353811,166.0
356,17153.8432493,166.0
357,17223.8509018,166.0
358,17292.8583236,166.0
359,17362.8655341,166.0
360,17433.8725347,166.0
