time,temperature,altitude
00:09:34,286.73949999999996,217
00:09:35,286.73949999999996,217
00:09:36,286.73949999999996,217
00:09:37,286.73949999999996,217
00:09:38,286.73949999999996,217
00:09:39,286.73949999999996,217
00:09:39,286.73949999999996,217
00:09:40,286.73949999999996,217
00:09:41,286.73949999999996,217
00:09:42,286.73949999999996,217
00:09:43,286.73949999999996,217
00:09:44,286.73949999999996,217
00:09:45,286.73949999999996,217
00:09:46,286.73949999999996,217
00:09:47,286.73949999999996,217
00:09:48,286.73949999999996,217
00:09:49,286.73949999999996,217
00:09:50,286.73949999999996,217
00:09:51,286.73949999999996,217
00:09:52,286.73949999999996,217
00:09:53,286.73949999999996,217
00:09:54,286.73949999999996,217
00:09:55,286.73949999999996,217
00:09:56,286.73949999999996,217
00:09:57,286.73949999999996,217
00:09:58,286.73949999999996,217
00:09:59,286.73949999999996,217
00:10:00,286.73949999999996,217
00:10:01,286.73949999999996,217
00:10:02,286.73949999999996,217
00:10:03,286.73949999999996,217
00:10:04,286.73949999999996,217
00:10:05,286.73949999999996,217
00:10:06,286.73949999999996,217
00:10:07,286.73949999999996,217
00:10:08,286.73949999999996,217
00:10:09,286.73949999999996,217
00:10:10,286.73949999999996,217
00:10:11,286.73949999999996,217
00:10:12,286.73949999999996,217
00:10:13,286.73949999999996,217
00:10:14,286.73949999999996,217
00:10:15,286.73949999999996,217
00:10:16,286.73949999999996,217
00:10:17,286.73949999999996,217
00:10:18,286.73949999999996,217
00:10:19,286.73949999999996,217
00:10:20,286.73949999999996,217
00:10:21,286.73949999999996,217
00:10:22,286.73949999999996,217
00:10:23,286.73949999999996,217
00:10:24,286.73949999999996,217
00:10:25,286.73949999999996,217
00:10:26,286.73949999999996,217
00:10:27,286.73949999999996,217
00:10:28,286.73949999999996,217
00:10:29,286.73949999999996,217
00:10:30,286.73949999999996,217
00:10:32,286.73949999999996,217
00:10:33,286.73949999999996,217
00:10:34,286.73949999999996,217
00:10:35,286.73949999999996,217
00:10:36,286.73949999999996,217
00:10:37,286.73949999999996,217
00:10:38,286.73949999999996,217
00:10:39,286.73949999999996,217
00:10:40,286.73949999999996,217
00:10:41,286.73949999999996,217
00:10:42,286.73949999999996,217
00:10:43,286.73949999999996,217
00:10:44,286.73949999999996,217
00:10:45,286.73949999999996,217
00:10:46,286.73949999999996,217
00:10:46,286.73949999999996,217
00:10:47,286.73949999999996,217
00:10:48,286.73949999999996,217
00:10:49,286.73949999999996,217
00:10:50,286.73949999999996,217
00:10:51,286.73949999999996,217
00:10:52,286.73949999999996,217
00:10:53,286.73949999999996,217
00:10:54,286.73949999999996,217
00:10:55,286.73949999999996,217
00:10:56,286.733,218
00:10:57,286.733,218
00:10:58,286.733,218
00:10:59,286.733,218
00:11:00,286.733,218
00:11:01,286.733,218
00:11:02,286.733,218
00:11:03,286.733,218
00:11:04,286.733,218
00:11:05,286.733,218
00:11:06,286.733,218
00:11:07,286.733,218
00:11:08,286.733,218
00:11:09,286.733,218
00:11:10,286.733,218
00:11:11,286.733,218
00:11:12,286.733,218
00:11:13,286.733,218
00:11:14,286.733,218
00:11:15,286.733,218
00:11:16,286.733,218
00:11:17,286.733,218
00:11:18,286.733,218
00:11:19,286.733,218
00:11:20,286.733,218
00:11:21,286.733,218
00:11:22,286.733,218
00:11:23,286.733,218
00:11:24,286.733,218
00:11:25,286.733,218
00:11:26,286.733,218
00:11:27,286.733,218
00:11:28,286.733,218
00:11:29,286.733,218
00:11:30,286.733,218
00:11:31,286.733,218
00:11:32,286.733,218
00:11:33,286.733,218
00:11:35,286.733,218
00:11:35,286.733,218
00:11:37,286.733,218
00:11:38,286.733,218
00:11:39,286.733,218
00:11:40,286.733,218
00:11:41,286.733,218
00:11:42,286.733,218
00:11:43,286.733,218
00:11:44,286.733,218
00:11:45,286.733,218
00:11:46,286.733,218
00:11:46,286.733,218
00:11:48,286.733,218
00:11:49,286.733,218
00:11:50,286.733,218
00:11:51,286.733,218
00:11:51,286.7265,219
00:11:52,286.7265,219
00:11:53,286.7265,219
00:11:54,286.7265,219
00:11:55,286.7265,219
00:11:56,286.7265,219
00:11:57,286.7265,219
00:11:58,286.7265,219
00:11:59,286.7265,219
00:12:00,286.7265,219
00:12:01,286.7265,219
00:12:02,286.7265,219
00:12:03,286.7265,219
00:12:04,286.7265,219
00:12:05,286.7265,219
00:12:05,286.7265,219
00:12:07,286.7265,219
00:12:08,286.7265,219
00:12:09,286.7265,219
00:12:10,286.7265,219
00:12:11,286.7265,219
00:12:12,286.7265,219
00:12:13,286.7265,219
00:12:14,286.7265,219
00:12:15,286.7265,219
00:12:16,286.7265,219
00:12:17,286.7265,219
00:12:18,286.7265,219
00:12:19,286.7265,219
00:12:20,286.7265,219
00:12:21,286.7265,219
00:12:23,286.7265,219
00:12:24,286.7265,219
00:12:25,286.7265,219
00:12:26,286.7265,219
00:12:27,286.7265,219
00:12:28,286.7265,219
00:12:29,286.7265,219
00:12:30,286.7265,219
00:12:31,286.7265,219
00:12:32,286.7265,219
00:12:33,286.7265,219
00:12:34,286.71999999999997,220
00:12:35,286.71999999999997,220
00:12:36,286.71999999999997,220
00:12:37,286.71999999999997,220
00:12:38,286.71999999999997,220
00:12:39,286.71999999999997,220
00:12:40,286.71999999999997,220
00:12:41,286.71999999999997,220
00:12:42,286.71999999999997,220
00:12:43,286.71999999999997,220
00:12:45,286.71999999999997,220
