time,downrange,horizontal_velocity,vertical_velocity,altitude
560,1217.22687513,27002.9958338,15.0,200.0
561,1217.22687513,27002.9958338,15.0,200.0
562,1217.22687513,27002.9958338,15.0,200.0
563,1217.22687513,27002.9958338,15.0,200.0
564,1217.22687513,27001.9958336,15.0,200.0
565,1217.22687513,27001.9958336,15.0,200.0
566,1217.22687513,27001.9958336,15.0,200.0
567,1217.22687513,27001.9958336,15.0,200.0
568,1217.22687513,27001.9958336,15.0,200.0
569,1217.22687513,27001.9958336,15.0,200.0
570,1217.22687513,27001.9958336,15.0,200.0
571,1217.22687513,27001.9958336,15.0,200.0
572,1217.22687513,27001.9958336,15.0,200.0
573,1217.22687513,27001.9958336,15.0,200.0
574,1217.22687513,27001.9958336,15.0,200.0
575,1217.22687513,27001.9958336,15.0,200.0
576,1217.22687513,27000.9958335,15.0,200.0
577,1217.22687513,27000.9958335,15.0,200.0
578,1217.22687513,27000.9958335,15.0,200.0
579,1217.22687513,27000.9958335,15.0,200.0
580,1217.22687513,27000.9958335,15.0,200.0
581,1217.22687513,27000.9958335,15.0,200.0
582,1217.22687513,27000.9958335,15.0,200.0
583,1217.22687513,27000.9958335,15.0,200.0
584,1217.22687513,27000.9958335,15.0,200.0
585,1217.22687513,27000.9958335,15.0,200.0
586,1217.22687513,27000.9958335,15.0,200.0
587,1217.22687513,27000.9958335,15.0,200.0
588,1217.22687513,26999.9958333,15.0,200.0
589,1217.22687513,26999.9958333,15.0,200.0
590,1217.22687513,26999.9958333,15.0,200.0
591,1217.22687513,26999.9958333,15.0,200.0
592,1217.22687513,26999.9958333,15.0,200.0
593,1217.22687513,26999.9958333,15.0,200.0
594,1217.22687513,26999.9958333,15.0,200.0
595,1217.22687513,26999.9958333,15.0,200.0
596,1217.22687513,26999.9958333,15.0,200.0
597,1217.22687513,26999.9958333,15.0,200.0
598,1217.22687513,26999.9958333,15.0,200.0
599,1217.22687513,26999.9958333,15.0,200.0
600,1217.22687513,26999.9958333,15.0,200.0
601,1244.22637096,26998.9958332,15.0,201.0
602,1244.22637096,26998.9958332,15.0,201.0
603,1244.22637096,26998.9958332,15.0,201.0
604,1244.22637096,26998.9958332,15.0,201.0
605,1244.22637096,26998.9958332,15.0,201.0
606,1244.22637096,26998.9958332,15.0,201.0
607,1244.22637096,26998.9958332,15.0,201.0
608,1244.22637096,26998.9958332,15.0,201.0
609,1244.22637096,26998.9958332,15.0,201.0
610,1244.22637096,26997.995833,15.0,201.0
611,1244.22637096,26997.995833,15.0,201.0
612,1244.22637096,26997.995833,15.0,201.0
613,1244.22637096,26997.995833,15.0,201.0
614,1244.22637096,26997.995833,15.0,201.0
615,1244.22637096,26996.9958329,15.0,201.0
616,1244.22637096,26996.9958329,15.0,201.0
617,1244.22637096,26996.9958329,15.0,201.0
618,1244.22637096,26996.9958329,15.0,201.0
619,1244.22637096,26995.9965334,13.6809029642,201.0
620,1244.22637096,26995.9974636,11.7022574104,201.0
