time,altitude,speed
00:05:22,158,12727
00:05:23,158,12775
00:05:24,158,12822
00:05:25,159,12870
00:05:26,159,12918
00:05:27,159,12965
00:05:28,159,13013
00:05:29,160,13062
00:05:30,160,13112
00:05:31,160,13162
00:05:32,160,13211
00:05:33,160,13261
00:05:34,161,13311
00:05:35,161,13363
00:05:36,161,13414
00:05:37,161,13464
00:05:38,161,13515
00:05:39,162,13568
00:05:40,162,13620
00:05:41,162,13673
00:05:42,162,13725
00:05:43,162,13778
00:05:44,162,13830
00:05:45,163,13883
00:05:46,163,13937
00:05:47,163,13990
00:05:48,163,14604
00:05:49,163,14099
00:05:50,163,14153
00:05:51,164,14208
00:05:52,164,14264
00:05:53,164,14317
00:05:54,164,14372
00:05:55,164,14426
00:05:56,164,14482
00:05:57,164,14540
00:05:58,165,14598
00:05:59,165,14655
00:06:00,165,14713
00:06:01,165,14770
00:06:02,165,14828
00:06:03,165,14887
00:06:04,165,14948
00:06:05,166,15005
00:06:06,166,15064
00:06:07,166,15124
00:06:08,166,15186
00:06:09,166,15250
00:06:10,166,15312
00:06:11,166,15374
00:06:12,166,15435
00:06:13,166,15497
00:06:14,166,15560
00:06:15,167,15625
00:06:16,167,15688
00:06:17,167,15755
00:06:18,167,15821
00:06:19,167,15887
00:06:20,167,15951
00:06:21,167,16015
00:06:22,167,16083
00:06:23,167,16150
00:06:24,167,16217
00:06:25,167,16280
00:06:26,167,16344
00:06:27,168,16414
00:06:28,168,16483
00:06:29,168,16553
00:06:30,168,16622
00:06:31,168,16691
00:06:32,168,16761
00:06:33,168,16832
00:06:34,168,16903
00:06:35,168,16972
00:06:36,168,17046
00:06:37,168,17120
00:06:38,168,17194
00:06:39,168,17268
00:06:40,168,17341
00:06:41,168,17415
00:06:42,168,17489
00:06:43,168,17564
00:06:44,168,17639
00:06:45,168,17716
00:06:46,168,17792
00:06:47,168,17870
00:06:48,169,17949
00:06:49,169,18027
00:06:50,169,18105
00:06:51,169,18186
00:06:52,169,18266
00:06:53,169,18346
00:06:54,169,18427
00:06:55,169,18507
00:06:56,169,18589
00:06:57,169,18673
00:06:58,169,18757
00:06:59,169,18841
00:07:00,169,18926
00:07:01,169,19011
00:07:02,169,19094
00:07:03,169,19177
00:07:04,169,19261
00:07:05,169,19350
00:07:06,169,19439
00:07:07,169,19529
00:07:08,169,19618
00:07:09,169,19709
00:07:10,169,19804
00:07:11,169,19898
00:07:12,169,19988
00:07:13,169,20607
