time,pressure,altitude
00:01:27,7989.710209691047,17.6
00:01:31,6406.735685361323,19.0
00:01:32,6015.039152544126,19.4
00:01:32,5558.9212632956815,19.9
00:01:34,5137.689437444162,20.4
00:01:35,4749.220589945216,20.9
00:01:36,4390.916948975505,21.4
00:01:37,4060.3748765212918,21.9
00:01:38,3755.3871223795268,22.4
00:01:38,3528.428024710846,22.8
00:01:39,3264.4405333029445,23.3
00:01:40,2974.287564118563,23.9
00:01:41,2752.8256417527655,24.4
00:01:42,2548.298973942971,24.9
00:01:43,2323.3579637823177,25.5
00:01:45,2151.560856584962,26.0
00:01:46,1962.5349466865255,26.6
00:01:47,1818.1056077313706,27.1
00:01:48,1659.1243705616478,27.7
00:01:49,1514.4150535264005,28.3
00:01:50,1382.6633994985884,28.9
00:01:51,1262.679205259829,29.5
00:01:51,1153.3843275805896,30.1
00:01:52,1053.801876263086,30.7
00:01:53,963.046473987346,31.3
00:01:54,867.2549941197711,32.0
00:01:55,793.1375761313876,32.6
00:01:56,725.8254740023283,33.2
00:01:57,655.0092736116612,33.9
00:01:58,591.6088069454602,34.6
00:02:00,534.7953188234882,35.3
00:02:01,483.83841402842137,36.0
00:02:02,438.0937127774591,36.7
00:02:03,396.99213835878385,37.4
00:02:04,360.0306103415858,38.1
00:02:04,326.7639497008973,38.8
00:02:06,296.7978301335091,39.5
00:02:07,266.14566646841996,40.3
00:02:08,238.8895839946593,41.1
00:02:08,213.77188411764766,41.93
00:02:09,195.57906174215069,42.6
00:02:10,176.0211597946179,43.4
00:02:11,158.5619854731332,44.2
00:02:12,142.96123823654,45.0
00:02:14,127.36998476725947,45.9
00:02:15,115.04909124981032,46.7
00:02:15,102.68593836217818,47.6
00:02:18,81.81213011835288,49.4
00:02:19,73.02491540618442,50.3
00:02:20,66.00921169815541,51.1
00:02:21,58.13423769929672,52.1
00:02:21,47.92708746054792,53.6
00:02:22,46.09464442932572,53.9
00:02:23,40.440955478247915,54.9
00:02:24,35.90450771746415,55.8
00:02:25,31.41507029099,56.8
00:02:28,24.273737753061646,58.7
00:02:29,20.854280587792818,59.8
00:02:30,18.13543838424468,60.8
00:02:31,15.745570565657705,61.8
00:02:32,13.453049189688482,62.9
00:02:33,11.639157495626208,63.9
00:02:34,9.905107100751376,65.0
00:02:35,8.537923702279738,66.0
00:02:36,7.235622374817137,67.1
00:02:36,6.212650480159855,68.1
00:02:37,5.241916577286452,69.2
00:02:38,4.4823721053513506,70.2
00:02:39,3.7645924411901475,71.3
00:02:40,3.2067431647325364,72.3
00:02:41,2.7274092596085877,73.3
00:02:43,2.2783874539481315,74.4
00:02:44,1.9314612461115863,75.4
00:02:45,1.6347222558274124,76.4
00:02:47,1.1652066173279467,78.4
00:02:48,0.9983244560253642,79.3
00:02:49,0.8393867385652675,80.3
00:02:49,0.717007436736691,81.2
00:02:50,0.6008044845835044,82.2
00:02:51,0.5025041107392528,83.2
00:02:52,0.42717398790004935,84.1
